vehicle_model,mileage,maintenance_history,reported_issues,vehicle_age,fuel_type,transmission_type,engine_size,odometer_reading,last_service_date,warranty_expiry_date,owner_type,insurance_premium,service_history,accident_history,fuel_efficiency,tire_condition,brake_condition,battery_status,need_maintenance
Car,58060,Average,4,6,Electric,Automatic,800,135592,2023-12-08,2025-05-28,Third,16057,6,1,16.37661667,New,Worn Out,Weak,1
Bus,58260,Average,4,7,Diesel,Automatic,2000,134758,2024-02-03,2026-02-27,Third,29774,1,1,15.65477561,Worn Out,New,Weak,1
Suv,76522,Average,1,7,Diesel,Automatic,800,78844,2023-04-17,2024-11-22,Second,28812,3,0,12.02515472,Good,New,New,0
Bus,72955,Good,5,1,Diesel,Automatic,1000,130125,2023-12-31,2025-07-16,First,27765,7,3,18.06914203,New,Worn Out,Weak,1
Motorcycle,47409,Poor,4,4,Electric,Automatic,2000,8128,2023-09-20,2025-01-09,Second,5542,2,1,18.89654222,Worn Out,Good,New,1
Bus,48162,Poor,0,8,Electric,Manual,800,116808,2023-12-14,2024-11-22,First,22847,2,2,17.28105293,New,Worn Out,New,1
Suv,36191,Good,5,2,Petrol,Manual,1500,53970,2023-10-16,2025-11-24,Second,5218,9,2,17.22339039,New,Good,Good,1
Motorcycle,52201,Good,0,7,Electric,Automatic,800,16055,2023-06-09,2024-10-10,Second,8125,9,3,15.09988539,New,New,Good,1
Motorcycle,44757,Average,3,6,Electric,Manual,1500,54722,2023-10-04,2024-08-14,Third,14118,7,3,13.25894984,Worn Out,Good,Weak,1
Suv,35247,Good,0,7,Petrol,Manual,2500,22602,2023-03-30,2025-02-27,Third,20356,9,0,16.99876475,New,Good,Weak,1
Truck,34734,Average,5,3,Petrol,Automatic,2500,86819,2024-01-05,2024-06-03,Second,10265,10,2,19.36806929,Good,Worn Out,New,1
Car,79157,Good,5,9,Electric,Manual,1000,143237,2024-01-15,2024-07-06,First,15587,6,3,11.26461553,Worn Out,New,New,1
Bus,72603,Poor,5,5,Petrol,Automatic,2000,103949,2023-12-22,2025-12-27,Third,15315,1,3,12.00539476,New,New,Good,1
Truck,76004,Poor,2,9,Petrol,Manual,2000,102579,2023-09-15,2025-11-03,Second,26833,4,3,17.91410471,Worn Out,Worn Out,Good,1
Bus,42678,Average,1,8,Diesel,Manual,1000,60155,2023-07-22,2025-07-07,Second,17845,9,1,11.06838496,Worn Out,Good,Weak,1
Van,71245,Good,3,9,Petrol,Automatic,1000,125931,2024-02-21,2026-02-03,Second,28290,4,0,16.22787849,Worn Out,New,Weak,1
Van,72485,Average,0,7,Petrol,Automatic,2000,127621,2023-09-02,2025-08-22,Third,15009,2,1,18.50754112,Worn Out,Good,Good,0
Van,70402,Good,5,7,Electric,Automatic,1000,91219,2023-10-06,2025-06-29,Third,23064,4,1,10.53591171,New,Good,New,1
Motorcycle,56785,Poor,0,10,Electric,Manual,1000,80842,2023-09-05,2025-09-16,First,25645,1,0,16.49227275,New,Good,Weak,1
Motorcycle,31556,Good,2,8,Electric,Manual,1000,33113,2023-09-25,2025-12-29,Third,22425,10,0,18.68978222,Good,New,Weak,1
Bus,45459,Good,4,6,Diesel,Manual,800,66464,2024-01-27,2024-09-17,Third,15408,8,1,19.34237236,Good,New,Good,1
Bus,52314,Poor,0,4,Electric,Automatic,2500,98660,2023-05-08,2025-03-23,First,21473,4,2,12.43368249,New,Good,New,0
Car,30032,Good,0,7,Petrol,Manual,800,148104,2023-10-01,2025-05-23,First,19901,9,1,18.35355457,Good,Worn Out,Weak,1
Motorcycle,62572,Good,3,4,Petrol,Automatic,1500,31562,2023-11-07,2024-07-07,Second,29211,1,0,19.69937143,Good,Good,New,0
Suv,41447,Poor,2,5,Electric,Manual,2000,134408,2023-04-06,2024-05-04,First,13290,1,0,11.72099119,New,New,Good,1
Motorcycle,78617,Poor,4,7,Diesel,Manual,2500,21934,2023-04-09,2025-07-16,First,25200,4,2,17.69701089,Good,Good,Weak,1
Motorcycle,54711,Average,0,6,Petrol,Manual,1000,19957,2023-10-09,2025-08-06,Second,22290,4,0,10.6057623,New,Worn Out,Weak,1
Truck,40575,Average,1,4,Electric,Automatic,800,100091,2024-02-09,2025-12-09,Second,24705,9,3,12.23984426,Good,Good,Weak,1
Van,46324,Good,1,7,Electric,Manual,2000,25397,2023-10-08,2024-06-16,Third,5196,7,3,19.53755775,New,Worn Out,New,1
Bus,75295,Poor,1,2,Electric,Automatic,2500,60502,2023-08-27,2024-07-16,Third,18904,7,2,19.00385728,New,Worn Out,Weak,1
Car,44755,Poor,3,2,Electric,Manual,1000,131610,2023-08-26,2024-07-12,Second,13365,5,1,10.44167547,Good,Good,Weak,1
Car,59332,Poor,4,3,Electric,Manual,800,16806,2023-11-20,2024-10-11,Third,18488,3,3,13.71661364,Worn Out,Worn Out,Weak,1
Car,46496,Average,4,9,Diesel,Automatic,1000,71173,2023-05-19,2026-02-16,Third,17493,7,2,18.84029454,Good,Good,Weak,1
Bus,61427,Poor,3,1,Electric,Manual,800,126975,2024-02-12,2024-06-15,First,24617,3,2,17.22546418,Worn Out,Worn Out,Weak,1
Car,30796,Good,0,4,Petrol,Manual,2000,18985,2023-09-08,2024-10-04,Third,26137,8,1,16.20556746,Good,Worn Out,Good,1
Truck,79104,Good,2,10,Electric,Automatic,2500,65167,2024-02-12,2025-11-26,First,24504,7,3,15.05945567,New,Good,Weak,1
Bus,68191,Average,2,7,Petrol,Automatic,800,27915,2023-09-24,2024-06-14,Second,7675,3,3,19.87606924,Good,New,Good,0
Suv,58232,Poor,0,3,Electric,Manual,1000,38250,2023-06-26,2025-11-29,First,22224,4,0,17.04573693,New,Worn Out,New,1
Motorcycle,41784,Poor,5,6,Petrol,Manual,2000,86597,2023-08-01,2024-07-21,Second,12623,6,1,19.29996304,Good,New,New,1
Car,37616,Poor,3,2,Electric,Automatic,2500,13315,2023-11-07,2024-06-23,First,18665,4,1,10.37988214,New,New,New,1
Motorcycle,55099,Average,0,10,Electric,Automatic,800,61872,2023-09-21,2024-08-14,Third,28906,4,0,15.42419394,New,Good,New,0
Truck,42306,Poor,5,9,Diesel,Manual,1500,75292,2024-01-04,2024-11-02,Second,20272,10,0,12.63732705,New,Worn Out,New,1
Van,63134,Poor,4,9,Petrol,Manual,800,123859,2023-08-26,2025-04-05,Second,28000,10,0,12.57214073,Worn Out,New,Good,1
Bus,68726,Poor,0,3,Petrol,Manual,2000,134716,2023-06-04,2025-12-14,Third,28690,8,2,18.75592729,Worn Out,Worn Out,New,1
Truck,32870,Good,1,4,Petrol,Manual,800,126506,2023-06-11,2024-09-21,Second,19950,6,1,16.50374197,New,New,New,0
Bus,31504,Average,5,9,Diesel,Automatic,2500,110512,2023-12-19,2025-07-01,First,23011,6,1,19.52386725,Worn Out,Worn Out,Good,1
Truck,37580,Average,4,1,Petrol,Automatic,1500,97055,2024-01-04,2025-11-23,Second,5197,5,3,15.22098939,Good,Worn Out,New,1
Car,74166,Average,5,2,Electric,Manual,1500,12189,2023-05-28,2024-06-16,Second,25026,2,1,14.46604212,Good,Good,New,1
Motorcycle,59205,Average,4,3,Electric,Manual,1500,40175,2023-08-07,2024-08-05,Second,6561,8,3,10.40440585,Good,Good,Good,1
Bus,65544,Good,3,3,Diesel,Manual,1000,24804,2024-02-04,2025-03-13,First,21504,3,0,15.48996393,New,New,Weak,1
Van,60093,Good,0,1,Electric,Manual,1500,141561,2023-10-05,2026-01-11,First,23065,1,1,11.95197685,Good,New,New,0
Suv,62248,Poor,0,3,Diesel,Automatic,2000,46579,2023-11-18,2024-12-10,First,24727,7,0,15.07443609,New,Good,Weak,1
Suv,56765,Poor,1,3,Diesel,Manual,800,37590,2023-08-30,2025-03-24,First,18825,3,1,14.16645531,Good,Good,New,0
Bus,49715,Good,3,1,Electric,Manual,1500,3715,2024-02-02,2026-01-08,Second,12505,5,2,11.68502516,New,Worn Out,Weak,1
Car,65740,Poor,5,3,Electric,Manual,1500,129326,2023-12-11,2026-01-19,Second,9850,8,0,18.00997468,Good,Good,Good,1
Car,55571,Poor,3,1,Petrol,Manual,2000,71135,2023-07-25,2026-01-12,Second,11389,2,2,13.29898631,Good,New,New,1
Bus,67788,Average,2,5,Petrol,Manual,800,78119,2023-09-18,2024-08-03,Second,6139,5,3,17.99437712,New,Worn Out,New,1
Van,61066,Good,1,3,Petrol,Manual,1000,85891,2023-10-09,2025-11-15,First,28778,1,0,17.73380116,Worn Out,New,New,0
Van,30117,Good,1,9,Petrol,Automatic,1500,71587,2024-01-04,2025-01-09,Second,12791,7,3,10.10127231,Worn Out,Worn Out,New,1
Van,38109,Average,2,6,Petrol,Manual,2500,57518,2023-11-10,2026-02-26,First,20604,5,3,17.91683666,New,New,Weak,1
Bus,55437,Average,2,4,Diesel,Automatic,1000,138035,2023-10-10,2024-11-09,Third,12192,9,1,18.61190971,New,Worn Out,Weak,1
Car,44132,Good,2,6,Diesel,Manual,2500,135643,2023-04-28,2026-02-15,Second,14623,3,3,11.60128102,Good,Good,Weak,1
Bus,41624,Good,0,2,Electric,Manual,1000,113079,2023-06-04,2025-07-31,Third,24727,9,0,10.57631828,Good,Good,Good,0
Car,62267,Good,2,9,Petrol,Automatic,1000,98209,2023-07-30,2024-08-19,First,7134,6,2,13.12052077,Good,Worn Out,New,1
Motorcycle,52572,Good,5,4,Diesel,Manual,800,95317,2023-09-18,2026-02-04,Second,24456,3,2,10.19021272,Good,Good,New,1
Van,45747,Good,1,8,Diesel,Manual,1000,96141,2023-05-20,2025-02-05,Second,28567,1,3,18.50240817,Worn Out,Worn Out,Good,1
Suv,64384,Average,4,9,Electric,Automatic,800,91709,2023-07-28,2025-10-30,Second,9536,9,3,17.11719671,Worn Out,Worn Out,Weak,1
Motorcycle,54218,Poor,5,3,Petrol,Automatic,2000,18076,2023-04-27,2024-11-06,First,17243,7,0,13.36603951,Good,New,Weak,1
Van,51541,Poor,2,4,Electric,Manual,2500,37121,2023-08-31,2025-02-13,Second,10979,8,0,12.13956206,Worn Out,New,New,1
Bus,67278,Good,1,3,Electric,Manual,1000,35986,2023-05-24,2025-10-10,Second,19679,9,1,16.98304352,Worn Out,Worn Out,Good,1
Van,40741,Good,1,7,Diesel,Automatic,800,56841,2023-10-05,2024-08-23,First,12719,4,0,14.06771453,Worn Out,Worn Out,Weak,1
Motorcycle,68087,Poor,1,8,Electric,Automatic,1000,94367,2023-08-12,2025-12-07,First,5453,8,2,18.46721104,New,Worn Out,Weak,1
Van,68213,Average,5,6,Diesel,Automatic,1000,18618,2023-11-25,2024-06-29,Third,10752,4,3,15.24767762,New,Good,Good,1
Motorcycle,55430,Good,5,8,Electric,Manual,2000,82409,2024-01-01,2024-08-05,Third,17623,1,1,10.34331259,New,Worn Out,New,1
Car,43054,Average,3,10,Diesel,Manual,800,62659,2023-04-25,2025-11-12,Second,20784,2,2,16.56014246,Worn Out,Good,Weak,1
Car,52397,Average,0,1,Petrol,Manual,1000,30424,2023-12-06,2025-11-03,Second,14197,10,0,10.55542499,Worn Out,Worn Out,New,1
Van,35296,Poor,5,5,Diesel,Automatic,2500,137184,2023-08-04,2025-11-18,First,25256,7,2,10.65849138,Worn Out,Worn Out,New,1
Suv,35496,Good,0,4,Electric,Automatic,1500,86913,2023-08-29,2025-08-24,Second,17388,6,0,11.43524313,Worn Out,Good,Good,0
Van,37407,Average,2,3,Electric,Manual,2500,37297,2023-06-15,2024-09-12,Second,19202,3,1,18.24047078,Good,Worn Out,Good,1
Truck,41407,Poor,4,7,Diesel,Manual,1000,1241,2023-04-17,2025-07-19,Third,25718,5,0,19.78660581,New,Good,Weak,1
Motorcycle,68841,Average,2,5,Petrol,Automatic,1500,101045,2023-09-30,2024-12-22,Second,29191,5,3,10.31184656,Good,New,Good,0
Van,45544,Average,2,10,Diesel,Automatic,1000,135516,2023-09-20,2025-01-02,Second,21148,2,0,19.07464766,Good,Worn Out,Weak,1
Van,47532,Poor,0,6,Petrol,Automatic,1000,18479,2023-06-28,2025-03-19,Third,18206,8,1,10.35484971,Worn Out,New,Weak,1
Truck,40773,Poor,1,10,Diesel,Manual,2500,19605,2023-08-02,2025-03-15,First,25823,4,1,16.94725385,Good,Worn Out,New,1
Suv,51455,Average,5,8,Electric,Automatic,1500,55599,2024-02-18,2024-05-10,Third,13455,3,3,19.1873102,Worn Out,New,Weak,1
Van,39830,Poor,2,7,Electric,Manual,1000,4700,2023-12-31,2025-11-08,Second,22178,6,3,11.5576468,Good,Worn Out,Weak,1
Van,46692,Good,0,8,Petrol,Automatic,1500,40430,2024-01-08,2025-04-05,Third,14189,9,1,16.15947296,Good,Worn Out,Weak,1
Van,36117,Poor,4,5,Diesel,Manual,1500,136027,2023-12-28,2026-01-08,Second,12694,8,2,12.74657004,New,Worn Out,New,1
Car,60594,Average,4,9,Diesel,Automatic,2500,123802,2023-11-15,2024-05-26,Second,22360,2,1,16.50083889,Worn Out,Good,New,1
Bus,41508,Poor,4,8,Diesel,Manual,800,141039,2024-02-27,2025-04-04,Third,11129,8,3,14.53693973,Worn Out,Worn Out,Good,1
Bus,73049,Poor,5,5,Diesel,Manual,1500,24973,2023-08-18,2026-01-04,Second,24496,4,3,19.5677629,Good,Good,New,1
Motorcycle,43987,Poor,4,2,Diesel,Manual,800,144002,2023-05-23,2025-04-14,First,7711,10,0,11.49362761,New,Good,New,1
Motorcycle,42300,Average,3,4,Petrol,Manual,2500,112004,2024-01-19,2024-09-18,Third,27438,1,0,11.52235234,New,Good,Good,1
Car,52582,Poor,4,5,Electric,Automatic,800,39395,2024-01-05,2025-06-23,Third,26573,8,2,17.11006484,New,Worn Out,Weak,1
Suv,72715,Poor,4,2,Diesel,Manual,2000,3324,2024-02-08,2024-06-06,Third,5834,2,3,17.47549543,Good,Good,Weak,1
Bus,42780,Poor,1,4,Diesel,Manual,800,79797,2023-11-30,2024-09-03,First,8339,9,0,18.48696306,New,New,Good,0
Bus,59405,Good,1,2,Electric,Manual,2500,123318,2023-07-25,2025-11-19,Third,6222,1,2,14.49960615,Worn Out,Good,Good,0
Car,69883,Good,4,4,Diesel,Automatic,1500,145196,2023-11-16,2026-01-23,Second,5290,5,2,15.75244595,New,Good,Good,1
Motorcycle,75560,Average,5,4,Electric,Manual,1000,19859,2023-05-21,2025-12-12,Second,11383,7,3,16.7913778,New,New,Weak,1
Car,70587,Poor,0,6,Electric,Automatic,2000,56869,2024-01-13,2025-09-01,First,19420,4,3,17.88569191,Worn Out,Good,New,0
Truck,69425,Poor,4,3,Electric,Automatic,2500,20477,2023-05-24,2025-11-25,Third,22185,3,3,13.79153551,Good,Good,Good,1
Motorcycle,77679,Good,0,7,Diesel,Automatic,800,21909,2024-02-09,2025-01-26,Second,5926,9,1,19.26292747,Good,Good,New,0
Bus,77905,Average,2,1,Petrol,Automatic,2000,46770,2023-10-24,2026-03-26,Second,20108,7,1,17.68398377,Good,Worn Out,New,1
Car,64544,Average,4,2,Electric,Automatic,2500,29564,2023-11-25,2024-11-24,Second,28382,10,3,16.17836109,Worn Out,New,Good,1
Motorcycle,50334,Average,4,2,Diesel,Automatic,1000,21697,2023-05-10,2024-10-01,Second,21952,6,2,11.89375584,Worn Out,Worn Out,New,1
Bus,64198,Good,2,7,Diesel,Manual,1000,62583,2024-02-04,2025-06-04,Second,5835,9,2,13.71795536,Good,Worn Out,New,1
Car,75216,Average,4,9,Petrol,Automatic,1500,36479,2023-06-07,2026-01-05,Second,28918,9,3,19.69023978,New,Worn Out,Weak,1
Van,70722,Poor,2,6,Electric,Manual,2000,103314,2023-07-18,2024-12-17,Third,17004,8,1,14.18601104,Good,New,Good,1
Car,73666,Poor,3,3,Electric,Manual,2500,119656,2023-08-17,2025-03-03,First,24386,8,3,15.95953447,New,Good,New,1
Car,52075,Average,3,4,Electric,Automatic,1000,148565,2023-11-05,2025-08-13,First,12361,5,0,15.68173151,New,Good,Good,1
Truck,36422,Good,3,7,Petrol,Automatic,1500,47393,2023-05-04,2025-03-29,Third,23217,6,3,15.57137794,Good,Worn Out,Weak,1
Suv,74952,Average,0,7,Electric,Automatic,2500,79964,2023-10-13,2025-12-04,First,23576,6,0,18.0644571,Worn Out,Worn Out,Weak,1
Bus,51845,Poor,2,7,Petrol,Automatic,2500,62334,2024-01-06,2024-08-20,Second,13086,8,1,12.06617991,Worn Out,Good,New,1
Truck,42077,Poor,1,2,Diesel,Manual,2500,141476,2023-09-20,2026-03-14,First,28968,1,2,16.19871047,Good,New,Weak,1
Car,51881,Poor,1,5,Diesel,Manual,1500,40999,2023-10-14,2024-05-05,Second,20461,3,3,15.64104783,New,Worn Out,Weak,1
Motorcycle,41469,Poor,1,9,Diesel,Manual,1500,10651,2023-10-25,2024-10-15,Third,28343,6,0,12.62543469,New,New,New,0
Suv,32816,Good,1,5,Electric,Automatic,2500,81170,2024-02-13,2025-01-28,First,6568,2,0,14.68951316,New,Worn Out,Good,1
Motorcycle,73040,Poor,4,1,Electric,Manual,1000,31339,2023-12-05,2025-06-23,First,26172,5,3,18.21191213,Worn Out,New,Good,1
Motorcycle,30805,Poor,5,4,Electric,Automatic,2000,82447,2023-09-12,2025-02-20,Third,8866,2,1,14.42860757,Worn Out,Worn Out,Good,1
Van,37265,Poor,1,4,Electric,Automatic,1500,145048,2023-08-31,2025-05-13,First,19444,4,3,13.95498886,Good,Worn Out,Weak,1
Truck,50023,Average,3,5,Diesel,Manual,2000,40260,2023-10-18,2024-08-02,Third,8442,7,3,10.29852706,New,Good,New,1
Motorcycle,39728,Average,4,7,Petrol,Manual,2000,73120,2023-10-14,2026-03-16,Second,29516,9,3,10.12468291,Good,New,Good,1
Van,69800,Average,0,10,Electric,Manual,1000,16701,2023-06-01,2024-06-04,Third,11742,10,0,13.2771507,Good,Worn Out,Weak,1
Bus,63460,Poor,1,10,Electric,Manual,1000,87454,2023-09-05,2024-10-06,Second,19190,4,0,19.66425184,Worn Out,Good,Good,0
Truck,56257,Poor,5,6,Petrol,Manual,800,27107,2024-02-02,2025-12-08,Second,12076,1,3,19.32732939,Good,New,Good,1
Van,37915,Average,1,4,Diesel,Manual,1000,41307,2023-08-18,2024-11-15,Third,18530,5,1,10.07654232,Worn Out,New,Good,0
Suv,79323,Poor,4,2,Electric,Manual,2000,131630,2023-11-02,2025-02-27,Third,18348,3,2,17.24579006,Good,Good,New,1
Suv,37567,Average,4,5,Electric,Automatic,800,9068,2023-07-09,2024-09-12,Third,14091,3,1,15.53076841,New,Worn Out,New,1
Van,71975,Average,3,6,Electric,Automatic,800,109148,2024-01-08,2025-11-04,First,12523,4,0,16.99470385,Worn Out,Worn Out,New,1
Truck,70387,Average,3,7,Electric,Manual,1000,31757,2024-01-10,2024-10-03,Third,29946,5,1,17.52846954,Good,New,Good,1
Suv,66702,Poor,4,10,Electric,Automatic,2000,145146,2023-11-19,2024-08-31,First,19137,5,2,11.5696727,New,New,Weak,1
Suv,70961,Poor,3,9,Petrol,Automatic,2500,78649,2023-08-02,2024-11-26,Third,25534,10,1,19.46454125,Good,New,Good,1
Bus,68519,Poor,5,7,Petrol,Automatic,2500,126240,2023-06-10,2026-01-28,Second,15230,8,0,15.68994118,New,New,Weak,1
Van,57537,Poor,4,10,Petrol,Manual,1500,95611,2024-01-22,2025-08-31,Second,29719,3,2,11.08457366,Good,Good,Weak,1
Truck,50931,Average,3,10,Electric,Automatic,800,146852,2023-07-16,2025-09-21,Third,10792,7,3,17.80501717,Good,New,New,1
Car,59455,Poor,5,3,Petrol,Automatic,2000,92328,2023-09-07,2025-04-04,Third,27938,8,3,12.97857526,New,Worn Out,New,1
Motorcycle,43193,Average,2,9,Petrol,Manual,1000,74680,2023-05-22,2025-08-18,Third,23624,7,1,13.92976835,Worn Out,New,Good,0
Bus,37977,Good,5,3,Diesel,Manual,2000,149876,2023-07-11,2025-08-08,Second,6229,9,2,17.74115945,Good,Worn Out,New,1
Truck,72782,Poor,1,9,Diesel,Automatic,2000,134959,2023-05-30,2026-02-04,Third,23675,8,3,13.07066596,Worn Out,Worn Out,New,1
Motorcycle,40429,Average,0,8,Electric,Manual,2000,75486,2023-08-12,2025-02-07,First,25059,8,2,16.88786235,Good,New,Good,1
Suv,64541,Poor,2,6,Diesel,Automatic,800,100997,2023-09-21,2025-01-15,Second,6021,9,3,11.99042285,Good,New,New,1
Suv,73693,Average,0,1,Diesel,Automatic,2000,84431,2023-04-15,2024-09-10,Third,12292,6,3,14.01736343,Good,Good,Weak,1
Suv,77568,Good,0,3,Diesel,Automatic,2000,56902,2023-07-10,2024-10-07,First,19023,1,1,10.62785844,Good,Good,Good,0
Car,56691,Good,3,2,Electric,Automatic,2500,36957,2023-08-14,2025-09-17,Third,24319,9,0,12.02215501,Good,Good,Weak,1
Van,53010,Poor,1,10,Electric,Automatic,2500,66436,2023-12-30,2025-07-31,Third,17229,3,2,19.55935439,New,New,Weak,1
Car,62561,Average,5,6,Petrol,Automatic,2000,26889,2023-12-07,2026-02-14,First,8518,9,3,10.49332903,New,Worn Out,Good,1
Bus,64244,Poor,0,1,Diesel,Automatic,1500,105836,2023-11-09,2024-12-25,First,29264,5,1,10.38155596,New,Worn Out,Good,1
Bus,64160,Average,4,9,Electric,Automatic,1500,46061,2023-11-19,2026-02-08,Second,25615,4,2,10.03267566,Worn Out,New,Good,1
Bus,49620,Average,4,6,Electric,Automatic,2000,140016,2024-02-28,2025-05-30,Third,26150,3,0,13.25047754,Worn Out,Worn Out,Weak,1
Bus,57603,Average,2,3,Diesel,Automatic,1000,134232,2024-01-24,2025-02-17,First,19934,8,1,10.84819886,Good,Worn Out,Weak,1
Motorcycle,51908,Good,4,3,Diesel,Manual,800,134955,2023-11-12,2025-08-05,First,20392,8,0,14.94034795,New,Worn Out,Good,1
Van,36645,Average,2,6,Petrol,Manual,1000,11857,2023-06-08,2024-06-21,Second,28064,10,0,16.21718042,New,Good,Good,0
Motorcycle,33320,Average,3,4,Diesel,Automatic,1000,93290,2024-01-30,2025-05-03,First,5730,9,1,13.84131577,Good,New,New,1
Bus,65058,Poor,1,10,Petrol,Manual,1000,28611,2024-01-10,2024-09-08,Second,6997,7,1,16.75755531,Worn Out,Worn Out,New,1
Car,70258,Poor,3,5,Diesel,Manual,1000,11463,2023-04-26,2025-12-06,First,25266,9,3,13.1184499,New,New,Good,1
Truck,34311,Average,0,10,Electric,Manual,2000,26469,2023-05-03,2024-08-05,Third,29749,3,3,14.97634646,New,New,Good,0
Bus,63361,Average,5,3,Electric,Manual,1500,130159,2023-11-14,2024-10-17,First,26599,4,2,19.33718238,Good,New,Good,1
Suv,41275,Average,0,4,Petrol,Manual,2000,111580,2023-05-10,2025-02-03,Second,7623,7,0,17.79092671,New,Good,New,0
Truck,52642,Average,0,8,Petrol,Automatic,2000,139319,2023-08-17,2025-12-08,First,9997,5,0,14.79849146,New,Worn Out,Weak,1
Suv,31385,Average,4,5,Diesel,Automatic,1500,24549,2023-04-18,2025-02-16,Third,23306,9,1,12.16923325,Worn Out,Worn Out,Weak,1
Motorcycle,33424,Average,5,2,Electric,Manual,2000,79456,2023-06-22,2025-03-21,Second,20418,9,1,18.95435883,Good,New,Good,1
Suv,35893,Good,2,7,Petrol,Automatic,800,7034,2023-08-03,2025-06-18,Second,12010,8,0,10.32769267,New,Good,New,0
Truck,64693,Poor,0,2,Petrol,Manual,2500,24503,2023-12-18,2025-11-29,Second,7484,10,0,11.52619428,Good,New,Weak,1
Suv,64220,Average,4,7,Petrol,Manual,1500,56757,2023-09-24,2026-02-04,Second,13306,1,3,15.19317288,Worn Out,Worn Out,Weak,1
Bus,76754,Poor,2,9,Petrol,Manual,2500,128389,2023-05-19,2025-05-28,Second,26152,6,0,12.41212637,Worn Out,New,Weak,1
Motorcycle,43208,Poor,2,8,Electric,Automatic,800,72419,2024-01-18,2025-02-23,Second,9562,1,1,10.56100893,Worn Out,New,Good,1
Truck,64954,Poor,5,6,Petrol,Manual,2000,113312,2023-06-03,2025-06-19,First,11736,5,3,15.28669591,Worn Out,Worn Out,Good,1
Bus,65442,Poor,3,3,Electric,Automatic,1500,6814,2024-02-18,2025-08-28,Third,23977,6,0,13.58478831,Worn Out,New,Weak,1
Suv,34824,Poor,4,7,Electric,Automatic,800,93065,2023-07-13,2025-10-15,Second,28535,1,3,14.6570424,Good,New,Good,1
Motorcycle,63237,Average,1,1,Diesel,Automatic,800,72478,2023-10-11,2024-05-25,First,21558,4,1,18.00617392,Worn Out,New,Weak,1
Truck,49804,Average,5,3,Electric,Manual,2500,58206,2023-08-22,2024-11-17,Second,6764,9,2,11.44802993,Good,Good,Good,1
Van,35090,Good,0,1,Electric,Manual,1000,125091,2023-07-08,2025-01-13,Second,16805,2,0,10.9748115,Worn Out,New,Good,0
Car,60448,Average,2,5,Electric,Manual,2000,93457,2024-02-27,2025-03-04,Second,8159,6,0,19.35580748,Good,Good,Weak,1
Car,45777,Average,4,7,Electric,Manual,800,51133,2023-05-24,2024-09-19,First,16330,6,0,17.95825145,Good,Good,Weak,1
Van,76752,Poor,3,3,Diesel,Automatic,1000,131198,2023-09-18,2025-09-22,Second,22484,2,3,10.67538651,New,Good,New,1
Truck,53408,Average,4,3,Electric,Automatic,1000,104553,2023-06-15,2025-10-08,First,23794,3,1,10.1340124,New,Worn Out,New,1
Suv,73145,Average,1,3,Petrol,Automatic,800,90613,2023-11-05,2024-12-16,Third,8298,10,2,12.71563899,New,New,Weak,1
Suv,30647,Average,2,3,Electric,Manual,1500,101225,2024-01-07,2024-08-15,First,14983,9,1,19.26997172,New,Good,Weak,1
Van,36730,Good,1,9,Diesel,Manual,1500,91674,2023-12-10,2025-11-24,First,19486,5,1,19.4007008,Good,Worn Out,New,1
Motorcycle,33765,Average,5,2,Electric,Automatic,2000,70190,2023-07-25,2025-05-25,First,22329,7,3,10.87725321,Good,Good,Good,1
Suv,37105,Average,3,3,Electric,Automatic,2500,8298,2023-11-30,2026-03-03,Third,26592,9,2,14.25096649,Good,Worn Out,Weak,1
Car,59791,Poor,4,8,Petrol,Automatic,800,141595,2023-04-18,2024-08-03,First,22340,9,0,19.45149522,New,Worn Out,Good,1
Car,75382,Poor,4,9,Petrol,Automatic,800,40110,2023-11-22,2025-10-28,Third,21091,2,0,17.0323165,New,Good,Weak,1
Van,68878,Poor,4,1,Diesel,Manual,2000,126412,2023-06-23,2026-02-03,First,5280,9,0,11.47960775,New,New,Good,1
Suv,31468,Average,0,7,Diesel,Automatic,2000,91197,2023-12-25,2025-03-29,Third,9435,4,3,17.56357925,Worn Out,New,Weak,1
Suv,61014,Good,4,9,Diesel,Manual,800,149233,2023-09-26,2025-07-29,Third,28176,3,0,19.45706096,Good,New,Weak,1
Suv,59858,Good,2,1,Petrol,Manual,1500,95810,2023-09-12,2024-08-12,Third,9217,1,0,17.06443787,Good,Good,Weak,1
Suv,56348,Good,5,7,Petrol,Manual,800,74355,2024-01-01,2026-01-21,Third,7664,9,1,14.31647697,Good,New,Weak,1
Motorcycle,38522,Average,2,2,Electric,Automatic,800,95759,2023-11-04,2026-01-28,Second,15384,7,2,16.07539145,New,Good,Good,0
Car,59933,Average,3,2,Diesel,Automatic,800,25897,2023-03-31,2024-05-04,Third,8142,9,0,18.13604832,New,Worn Out,New,1
