OBD_Code,Description,Category,Severity,Fault_Description,Work_Required
P0588,Cruise Control Vent Control Circuit High,Vehicle Speed & Idle Control System,Low,Cruise Control Vent Control Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0589,Cruise Control Multi-Function Input B Circuit,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input B Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P058A,Battery Monitor Module Performance,Fuel and Air Metering,Medium,Battery Monitor Module Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P058B,Battery Monitor Module Current Monitoring Performance,Fuel and Air Metering,Medium,Battery Monitor Module Current Monitoring Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P058C,Battery Monitor Module Temperature Monitoring Performance,Fuel and Air Metering,Medium,Battery Monitor Module Temperature Monitoring Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P058D,Battery Monitor Module Voltage Monitoring Performance,Fuel and Air Metering,Medium,Battery Monitor Module Voltage Monitoring Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P058E,Battery Monitor Module Temperature Too High,Fuel and Air Metering,Medium,Battery Monitor Module Temperature Too High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P058F,Battery Monitor Module Temperature Too Low,Fuel and Air Metering,Medium,Battery Monitor Module Temperature Too Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0590,Cruise Control Multi-Function Input B Circuit Stuck,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input B Circuit Stuck,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0591,Cruise Control Multi-Function Input B Circuit Range/Performance,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input B Circuit Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0592,Cruise Control Multi-Function Input B Circuit Low,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input B Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0593,Cruise Control Multi-Function Input B Circuit High,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input B Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0594,Cruise Control Servo Control Circuit/Open,Vehicle Speed & Idle Control System,Medium,Cruise Control Servo Control Circuit/Open,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0595,Cruise Control Servo Control Circuit Low,Vehicle Speed & Idle Control System,Medium,Cruise Control Servo Control Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0596,Cruise Control Servo Control Circuit High,Vehicle Speed & Idle Control System,Medium,Cruise Control Servo Control Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0597,Thermostat Heater Control Circuit/Open,Vehicle Speed & Idle Control System,Medium,Thermostat Heater Control Circuit/Open,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0598,Thermostat Heater Control Circuit Low,Vehicle Speed & Idle Control System,Medium,Thermostat Heater Control Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0599,Thermostat Heater Control Circuit High,Vehicle Speed & Idle Control System,Medium,Thermostat Heater Control Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P059A,Active Grille Air Shutter A Position Sensor Circuit,Fuel and Air Metering,Medium,Active Grille Air Shutter A Position Sensor Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P059B,Active Grille Air Shutter A Position Sensor Circuit Range/Performance,Fuel and Air Metering,Medium,Active Grille Air Shutter A Position Sensor Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P059C,Active Grille Air Shutter A Position Sensor Circuit High,Fuel and Air Metering,Medium,Active Grille Air Shutter A Position Sensor Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P059D,Active Grille Air Shutter A Position Sensor Circuit Low,Fuel and Air Metering,Medium,Active Grille Air Shutter A Position Sensor Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P059E,Active Grille Air Shutter A Position Sensor Circuit Intermittent,Fuel and Air Metering,Medium,Active Grille Air Shutter A Position Sensor Circuit Intermittent,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P059F,Active Grille Air Shutter A Performance/Stuck Off,Fuel and Air Metering,High,Active Grille Air Shutter A Performance/Stuck Off,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A0,Active Grille Air Shutter A Stuck On,Fuel and Air Metering,High,Active Grille Air Shutter A Stuck On,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A1,Active Grille Air Shutter A Position Sensor Minimum/Maximum Stop Performance,Fuel and Air Metering,Medium,Active Grille Air Shutter A Position Sensor Minimum/Maximum Stop Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A2,Active Grille Air Shutter A Control Circuit/Open,Fuel and Air Metering,Medium,Active Grille Air Shutter A Control Circuit/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A3,Active Grille Air Shutter A Control Circuit Range/Performance,Fuel and Air Metering,Medium,Active Grille Air Shutter A Control Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A4,Active Grille Air Shutter A Control Circuit High,Fuel and Air Metering,Medium,Active Grille Air Shutter A Control Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A5,Active Grille Air Shutter A Control Circuit Low,Fuel and Air Metering,Medium,Active Grille Air Shutter A Control Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A6,Active Grille Air Shutter A Supply Voltage Circuit/Open,Fuel and Air Metering,Medium,Active Grille Air Shutter A Supply Voltage Circuit/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A7,Active Grille Air Shutter A Supply Voltage Circuit Low,Fuel and Air Metering,Medium,Active Grille Air Shutter A Supply Voltage Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A8,Active Grille Air Shutter A Supply Voltage Circuit High,Fuel and Air Metering,Medium,Active Grille Air Shutter A Supply Voltage Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05A9,Active Grille Air Shutter B Position Sensor Circuit,Fuel and Air Metering,Medium,Active Grille Air Shutter B Position Sensor Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05AA,Active Grille Air Shutter B Position Sensor Circuit Range/Performance,Fuel and Air Metering,Medium,Active Grille Air Shutter B Position Sensor Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05AB,Active Grille Air Shutter B Position Sensor Circuit High,Fuel and Air Metering,Medium,Active Grille Air Shutter B Position Sensor Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05AC,Active Grille Air Shutter B Position Sensor Circuit Low,Fuel and Air Metering,Medium,Active Grille Air Shutter B Position Sensor Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05AD,Active Grille Air Shutter B Position Sensor Circuit Intermittent,Fuel and Air Metering,Medium,Active Grille Air Shutter B Position Sensor Circuit Intermittent,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P05AE,Active Grille Air Shutter B Performance/Stuck Off,Fuel and Air Metering,High,Active Grille Air Shutter B Performance/Stuck Off,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
