OBD_Code,Description,Category,Severity,Fault_Description,Work_Required,Severity_Level,Primary_System
P042A,Catalyst Temperature Sensor Circuit Bank 1 Sensor 2,Fuel and Air Metering,Medium,Catalyst Temperature Sensor Circuit Bank 1 Sensor 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P042B,Catalyst Temperature Sensor Circuit Range/Performance Bank 1 Sensor 2,Fuel and Air Metering,Medium,Catalyst Temperature Sensor Circuit Range/Performance Bank 1 Sensor 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P042C,Catalyst Temperature Sensor Circuit Low Bank 1 Sensor 2,Fuel and Air Metering,Medium,Catalyst Temperature Sensor Circuit Low Bank 1 Sensor 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P042D,Catalyst Temperature Sensor Circuit High Bank 1 Sensor 2,Fuel and Air Metering,Medium,Catalyst Temperature Sensor Circuit High Bank 1 Sensor 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P042E,EGR A Control Stuck Open,Fuel and Air Metering,High,EGR A Control Stuck Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P042F,EGR A Control Stuck Closed,Fuel and Air Metering,High,EGR A Control Stuck Closed,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P0430,Catalyst System Efficiency Below Threshold Bank 2,Auxiliary Emission Controls,Medium,Catalyst System Efficiency Below Threshold Bank 2,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0431,Catalyst 1 Efficiency Below Threshold Bank 2,Auxiliary Emission Controls,Medium,Catalyst 1 Efficiency Below Threshold Bank 2,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0432,Catalyst 2 Efficiency Below Threshold Bank 2,Auxiliary Emission Controls,Medium,Catalyst 2 Efficiency Below Threshold Bank 2,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0433,Heated Catalyst Efficiency Below Threshold Bank 2,Auxiliary Emission Controls,Medium,Heated Catalyst Efficiency Below Threshold Bank 2,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0434,Heated Catalyst Temperature Below Threshold Bank 2,Auxiliary Emission Controls,Medium,Heated Catalyst Temperature Below Threshold Bank 2,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0435,Catalyst Temperature Sensor Circuit Bank 2 Sensor 1,Auxiliary Emission Controls,Medium,Catalyst Temperature Sensor Circuit Bank 2 Sensor 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0436,Catalyst Temperature Sensor Circuit Range/Performance Bank 2 Sensor 1,Auxiliary Emission Controls,Medium,Catalyst Temperature Sensor Circuit Range/Performance Bank 2 Sensor 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0437,Catalyst Temperature Sensor Circuit Low Bank 2 Sensor 1,Auxiliary Emission Controls,Medium,Catalyst Temperature Sensor Circuit Low Bank 2 Sensor 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0438,Catalyst Temperature Sensor Circuit High Bank 2 Sensor 1,Auxiliary Emission Controls,Medium,Catalyst Temperature Sensor Circuit High Bank 2 Sensor 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0439,Catalyst Heater Control Circuit/Open Bank 2,Auxiliary Emission Controls,Medium,Catalyst Heater Control Circuit/Open Bank 2,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P043A,Catalyst Temperature Sensor Circuit Bank 2 Sensor 2,Fuel and Air Metering,Medium,Catalyst Temperature Sensor Circuit Bank 2 Sensor 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P043B,Catalyst Temperature Sensor Circuit Range/Performance Bank 2 Sensor 2,Fuel and Air Metering,Medium,Catalyst Temperature Sensor Circuit Range/Performance Bank 2 Sensor 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P043C,Catalyst Temperature Sensor Circuit Low Bank 2 Sensor 2,Fuel and Air Metering,Medium,Catalyst Temperature Sensor Circuit Low Bank 2 Sensor 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P043D,Catalyst Temperature Sensor Circuit High Bank 2 Sensor 2,Fuel and Air Metering,Medium,Catalyst Temperature Sensor Circuit High Bank 2 Sensor 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P043E,EVAP System Leak Detection Reference Orifice Low Flow,Fuel and Air Metering,Low,EVAP System Leak Detection Reference Orifice Low Flow,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",1,Fuel and Air Metering
P043F,EVAP System Leak Detection Reference Orifice High Flow,Fuel and Air Metering,Low,EVAP System Leak Detection Reference Orifice High Flow,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",1,Fuel and Air Metering
P0440,EVAP System,Auxiliary Emission Controls,Low,EVAP System,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0441,EVAP System Incorrect Purge Flow,Auxiliary Emission Controls,Low,EVAP System Incorrect Purge Flow,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0442,EVAP System Leak Detected (small leak),Auxiliary Emission Controls,Low,EVAP System Leak Detected (small leak),"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0443,EVAP System Purge Control Valve A Circuit,Auxiliary Emission Controls,Low,EVAP System Purge Control Valve A Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0444,EVAP System Purge Control Valve A Circuit Open,Auxiliary Emission Controls,Low,EVAP System Purge Control Valve A Circuit Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0445,EVAP System Purge Control Valve A Circuit Shorted,Auxiliary Emission Controls,Low,EVAP System Purge Control Valve A Circuit Shorted,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0446,EVAP System Vent Control Circuit,Auxiliary Emission Controls,Low,EVAP System Vent Control Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0447,EVAP System Vent Control Circuit Open,Auxiliary Emission Controls,Low,EVAP System Vent Control Circuit Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0448,EVAP System Vent Control Circuit Shorted,Auxiliary Emission Controls,Low,EVAP System Vent Control Circuit Shorted,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0449,EVAP System Vent Valve Control Circuit/Open,Auxiliary Emission Controls,Low,EVAP System Vent Valve Control Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P044A,EGR Sensor C Circuit,Fuel and Air Metering,Medium,EGR Sensor C Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P044B,EGR Sensor C Circuit Range/Performance,Fuel and Air Metering,Medium,EGR Sensor C Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P044C,EGR Sensor C Circuit Low,Fuel and Air Metering,Medium,EGR Sensor C Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P044D,EGR Sensor C Circuit High,Fuel and Air Metering,Medium,EGR Sensor C Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P044E,EGR Sensor C Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,EGR Sensor C Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P044F,AIR System Switching Valve A Circuit High,Fuel and Air Metering,Medium,AIR System Switching Valve A Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0450,EVAP System Pressure Sensor/Switch A Circuit,Auxiliary Emission Controls,Low,EVAP System Pressure Sensor/Switch A Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0451,EVAP System Pressure Sensor/Switch A Circuit Range/Performance,Auxiliary Emission Controls,Low,EVAP System Pressure Sensor/Switch A Circuit Range/Performance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0452,EVAP System Pressure Sensor/Switch A Circuit Low,Auxiliary Emission Controls,Low,EVAP System Pressure Sensor/Switch A Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0453,EVAP System Pressure Sensor/Switch A Circuit High,Auxiliary Emission Controls,Low,EVAP System Pressure Sensor/Switch A Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0454,EVAP System Pressure Sensor/Switch A Circuit Intermittent,Auxiliary Emission Controls,Low,EVAP System Pressure Sensor/Switch A Circuit Intermittent,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0455,EVAP System Leak Detected - Large Leak,Auxiliary Emission Controls,Low,EVAP System Leak Detected - Large Leak,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0456,EVAP System Leak Detected (very small leak),Auxiliary Emission Controls,Low,EVAP System Leak Detected (very small leak),"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0457,EVAP System Leak Detected (fuel cap loose/off),Auxiliary Emission Controls,Low,EVAP System Leak Detected (fuel cap loose/off),"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
P0458,EVAP System Purge Control Valve A Circuit Low,Auxiliary Emission Controls,Low,EVAP System Purge Control Valve A Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",1,Auxiliary Emission Controls
